Worker Name,Transaction Type,Category,Item Name,Quantity,Amount,Timestamp,Message Content,Confidence
"Notorius Bowdin","Deposit","Money","Money",0,5101,"2025-09-02T20:54:47.727Z","","high"
"Beatriz Power","Withdrawal","Miscellaneous","common_portion_sheep",4,0,"2025-09-02T20:55:20.305Z","","high"
"Notorius Bowdin","Withdrawal","Money","Money",0,5100,"2025-09-02T20:56:37.239Z","","high"
"Beatriz Power","Deposit","Plants","corn",500,0,"2025-09-02T21:22:04.606Z","","high"
"Beatriz Power","Withdrawal","Miscellaneous","common_portion_sheep",1,0,"2025-09-02T21:22:57.245Z","","high"
"Beatriz Power","Deposit","Plants","corn",500,0,"2025-09-02T21:31:51.336Z","","high"
"Pedro Sabastiao","Withdrawal","Plants","cornseed",60,0,"2025-09-02T21:37:03.007Z","","high"
"Pedro Sabastiao","Withdrawal","Plants","cornseed",40,0,"2025-09-02T21:38:03.580Z","","high"
"Edw Gallagher","Withdrawal","Plants","cornseed",100,0,"2025-09-02T21:38:48.505Z","","high"
"Marcos Gallagher","Withdrawal","Plants","corn",100,0,"2025-09-02T21:39:20.993Z","","high"
"Santiago Bowdin","Deposit","Miscellaneous","common_portion",8,0,"2025-09-02T21:40:29.028Z","","high"
"Santiago Bowdin","Deposit","Miscellaneous","common_portion_chicken",8,0,"2025-09-02T21:40:30.600Z","","high"
"Santiago Bowdin","Deposit","Miscellaneous","common_portion_donkey",8,0,"2025-09-02T21:40:32.240Z","","high"
"Santiago Bowdin","Deposit","Miscellaneous","common_portion_pig",8,0,"2025-09-02T21:40:33.554Z","","high"
"Pedro Sabastiao","Withdrawal","Miscellaneous","common_portion_chicken",8,0,"2025-09-02T21:40:56.258Z","","high"
"Marcos Gallagher","Withdrawal","Miscellaneous","common_portion_donkey",8,0,"2025-09-02T21:41:33.590Z","","high"
"Edw Gallagher","Withdrawal","Miscellaneous","common_portion",8,0,"2025-09-02T21:41:57.701Z","","high"
"Marcos Gallagher","Deposit","Plants","corn",100,0,"2025-09-02T21:47:52.186Z","","high"
"Marcos Gallagher","Withdrawal","Plants","cornseed",100,0,"2025-09-02T21:48:21.090Z","","high"
"Guilherme Senna","Deposit","Miscellaneous","common_portion_pig",50,0,"2025-09-02T21:52:14.817Z","","high"
"Guilherme Senna","Deposit","Miscellaneous","common_portion_sheep",50,0,"2025-09-02T21:52:18.112Z","","high"
"Guilherme Senna","Deposit","Miscellaneous","common_portion_goat",50,0,"2025-09-02T21:52:20.770Z","","high"
"Guilherme Senna","Deposit","Miscellaneous","common_portion",50,0,"2025-09-02T21:52:25.279Z","","high"
"Guilherme Senna","Deposit","Miscellaneous","common_portion_chicken",50,0,"2025-09-02T21:52:28.083Z","","high"
"Guilherme Senna","Deposit","Miscellaneous","common_portion_donkey",50,0,"2025-09-02T21:52:31.256Z","","high"
"Derek Vatore","Withdrawal","Miscellaneous","common_portion_goat",8,0,"2025-09-02T21:53:01.360Z","","high"
"Beatriz Power","Deposit","Plants","corn",500,0,"2025-09-02T21:57:00.044Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush_Seed",150,0,"2025-09-02T21:57:24.321Z","","high"
"Guilherme Senna","Deposit","Plants","Bulrush_Seed",150,0,"2025-09-02T21:57:29.051Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",150,0,"2025-09-02T21:57:32.942Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",150,0,"2025-09-02T21:57:41.025Z","","high"
"Guilherme Senna","Withdrawal","Boxes","caixarustica",25,0,"2025-09-02T21:57:44.335Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",150,0,"2025-09-02T21:58:58.281Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",150,0,"2025-09-02T21:59:00.957Z","","high"
"Guilherme Senna","Deposit","Boxes","caixarustica",10,0,"2025-09-02T21:59:32.610Z","","high"
"Guilherme Senna","Withdrawal","Boxes","caixarustica",15,0,"2025-09-02T22:00:09.607Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",150,0,"2025-09-02T22:00:13.243Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",150,0,"2025-09-02T22:00:19.904Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",150,0,"2025-09-02T22:00:22.839Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",150,0,"2025-09-02T22:00:29.009Z","","high"
"Guilherme Senna","Withdrawal","Boxes","caixarustica",15,0,"2025-09-02T22:02:18.539Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",150,0,"2025-09-02T22:02:21.518Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",150,0,"2025-09-02T22:02:26.139Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",150,0,"2025-09-02T22:02:28.694Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",150,0,"2025-09-02T22:02:32.347Z","","high"
"Guilherme Senna","Deposit","Boxes","caixadeverduras",200,0,"2025-09-02T22:04:36.916Z","","high"
"Guilherme Senna","Withdrawal","Boxes","caixarustica",50,0,"2025-09-02T22:04:47.970Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",150,0,"2025-09-02T22:04:56.114Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",150,0,"2025-09-02T22:04:59.090Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",150,0,"2025-09-02T22:05:06.070Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",150,0,"2025-09-02T22:05:08.629Z","","high"
"Edw Gallagher","Withdrawal","Plants","cornseed",44,0,"2025-09-02T22:05:24.596Z","","high"
"Beatriz Power","Deposit","Miscellaneous","wateringcan",5,0,"2025-09-02T22:05:52.716Z","","high"
"Beatriz Power","Deposit","Miscellaneous","wateringcan_empty",5,0,"2025-09-02T22:05:55.039Z","","high"
"Beatriz Power","Deposit","Plants","corn",270,0,"2025-09-02T22:06:24.941Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",150,0,"2025-09-02T22:06:34.804Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",150,0,"2025-09-02T22:06:37.779Z","","high"
"Santiago Bowdin","Deposit","Plants","Bulrush",490,0,"2025-09-02T22:06:47.795Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",150,0,"2025-09-02T22:07:29.167Z","","high"
"Guilherme Senna","Deposit","Plants","corn",50,0,"2025-09-02T22:07:33.323Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",150,0,"2025-09-02T22:08:48.251Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",150,0,"2025-09-02T22:08:51.753Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",150,0,"2025-09-02T22:09:17.058Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",150,0,"2025-09-02T22:09:20.252Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",150,0,"2025-09-02T22:09:27.537Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",150,0,"2025-09-02T22:09:30.543Z","","high"
"Santiago Bowdin","Deposit","Plants","Bulrush",300,0,"2025-09-02T22:09:42.993Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",200,0,"2025-09-02T22:10:34.897Z","","high"
"Guilherme Senna","Deposit","Boxes","caixadeverduras",125,0,"2025-09-02T22:11:22.816Z","","high"
"Guilherme Senna","Withdrawal","Boxes","caixarustica",200,0,"2025-09-02T22:11:54.988Z","","high"
"Guilherme Senna","Deposit","Boxes","caixarustica",180,0,"2025-09-02T22:11:59.063Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",100,0,"2025-09-02T22:12:02.262Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",200,0,"2025-09-02T22:12:06.123Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",200,0,"2025-09-02T22:12:10.469Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",100,0,"2025-09-02T22:12:13.582Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",100,0,"2025-09-02T22:12:20.227Z","","high"
"Guilherme Senna","Withdrawal","Boxes","caixarustica",25,0,"2025-09-02T22:13:05.235Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",150,0,"2025-09-02T22:13:25.518Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",100,0,"2025-09-02T22:13:28.634Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",150,0,"2025-09-02T22:13:35.449Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",100,0,"2025-09-02T22:13:38.005Z","","high"
"Marcos Gallagher","Withdrawal","Miscellaneous","common_portion_donkey",8,0,"2025-09-02T22:14:06.411Z","","high"
"Pedro Sabastiao","Withdrawal","Miscellaneous","common_portion_chicken",8,0,"2025-09-02T22:16:44.883Z","","high"
"Guilherme Senna","Deposit","Boxes","caixadeverduras",250,0,"2025-09-02T22:18:15.479Z","","high"
"Santiago Bowdin","Withdrawal","Money","Money",0,160,"2025-09-02T22:19:13.830Z","","high"
"Pedro Sabastiao","Deposit","Plants","corn",500,0,"2025-09-02T22:20:32.668Z","","high"
"Marcos Gallagher","Deposit","Plants","corn",390,0,"2025-09-02T22:21:04.758Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",200,0,"2025-09-02T22:26:10.552Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",200,0,"2025-09-02T22:26:13.546Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",100,0,"2025-09-02T22:26:17.863Z","","high"
"Smith Ramirez","Withdrawal","Plants","Bulrush_Seed",25,0,"2025-09-02T22:27:01.823Z","","high"
"Smith Ramirez","Withdrawal","Plants","cornseed",50,0,"2025-09-02T22:27:09.574Z","","high"
"Smith Ramirez","Withdrawal","Plants","semente_trigo",25,0,"2025-09-02T22:27:17.310Z","","high"
"Edw Gallagher","Deposit","Plants","corn",300,0,"2025-09-02T22:27:59.727Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",200,0,"2025-09-02T22:28:21.089Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",50,0,"2025-09-02T22:28:24.046Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",200,0,"2025-09-02T22:28:34.912Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",50,0,"2025-09-02T22:28:38.324Z","","high"
"Pedro Sabastiao","Deposit","Plants","corn",500,0,"2025-09-02T22:29:13.700Z","","high"
"Edw Gallagher","Deposit","Plants","corn",350,0,"2025-09-02T22:33:53.449Z","","high"
"Marcos Gallagher","Deposit","Plants","corn",300,0,"2025-09-02T22:38:04.775Z","","high"
"Edw Gallagher","Deposit","Plants","corn",310,0,"2025-09-02T22:39:32.190Z","","high"
"Smith Ramirez","Withdrawal","Plants","Bulrush_Seed",25,0,"2025-09-02T22:40:39.729Z","","high"
"Smith Ramirez","Withdrawal","Plants","semente_trigo",25,0,"2025-09-02T22:40:45.233Z","","high"
"Smith Ramirez","Withdrawal","Plants","cornseed",50,0,"2025-09-02T22:40:48.208Z","","high"
"Guilherme Senna","Deposit","Boxes","caixadeverduras",125,0,"2025-09-02T22:40:54.967Z","","high"
"Guilherme Senna","Withdrawal","Boxes","caixarustica",25,0,"2025-09-02T22:42:20.618Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",200,0,"2025-09-02T22:42:25.904Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",200,0,"2025-09-02T22:42:28.558Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",200,0,"2025-09-02T22:43:15.530Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",100,0,"2025-09-02T22:43:18.268Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",200,0,"2025-09-02T22:44:47.549Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",200,0,"2025-09-02T22:44:50.661Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",100,0,"2025-09-02T22:44:52.875Z","","high"
"Guilherme Senna","Withdrawal","Boxes","caixarustica",25,0,"2025-09-02T22:45:00.560Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",200,0,"2025-09-02T22:45:06.730Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",50,0,"2025-09-02T22:45:09.234Z","","high"
"Guilherme Senna","Withdrawal","Plants","Bulrush",100,0,"2025-09-02T22:45:42.786Z","","high"
"Guilherme Senna","Deposit","Plants","Bulrush",10,0,"2025-09-02T22:46:39.393Z","","high"
"Souzz Ramirez","Deposit","Boxes","caixarustica",200,0,"2025-09-02T22:47:02.059Z","","high"
"Souzz Ramirez","Withdrawal","Plants","trigo",100,0,"2025-09-02T22:48:03.977Z","","high"
"Santiago Bowdin","Withdrawal","Miscellaneous","banana",382,0,"2025-09-02T22:49:05.220Z","","high"
"Guilherme Senna","Deposit","Boxes","caixadeverduras",125,0,"2025-09-02T22:49:25.055Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",200,0,"2025-09-02T22:49:54.238Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",200,0,"2025-09-02T22:49:57.183Z","","high"
"Guilherme Senna","Withdrawal","Plants","corn",100,0,"2025-09-02T22:50:04.931Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",200,0,"2025-09-02T22:50:22.450Z","","high"
"Guilherme Senna","Withdrawal","Plants","trigo",50,0,"2025-09-02T22:50:25.017Z","","high"
"Marcos Gallagher","Deposit","Plants","corn",310,0,"2025-09-02T22:51:08.331Z","","high"
"Bartholomeu Dias","Deposit","Plants","Bulrush",490,0,"2025-09-02T22:52:27.052Z","","high"
"Guilherme Senna","Withdrawal","Boxes","caixarustica",25,0,"2025-09-02T22:52:47.590Z","","high"
"Souzz Ramirez","Deposit","Plants","cornseed",500,0,"2025-09-02T22:53:30.496Z","","high"
"Souzz Ramirez","Deposit","Plants","trigo",100,0,"2025-09-02T22:53:38.932Z","","high"
"Guilherme Senna","Deposit","Boxes","caixadeverduras",125,0,"2025-09-02T22:53:53.034Z","","high"
"Marcos Gallagher","Withdrawal","Miscellaneous","common_portion_sheep",8,0,"2025-09-02T22:54:02.754Z","","high"
"Edw Gallagher","Deposit","Plants","corn",500,0,"2025-09-02T22:54:39.195Z","","high"
"Bartholomeu Dias","Deposit","Plants","Bulrush",500,0,"2025-09-02T22:55:26.605Z","","high"
"Edw Gallagher","Withdrawal","Plants","cornseed",100,0,"2025-09-02T22:56:43.803Z","","high"
"Bartholomeu Dias","Deposit","Plants","Bulrush",500,0,"2025-09-02T22:58:54.459Z","","high"
"Santiago Bowdin","Withdrawal","Miscellaneous","algodao",380,0,"2025-09-02T22:59:52.707Z","","high"
"Santiago Bowdin","Withdrawal","Miscellaneous","algodao",200,0,"2025-09-02T22:59:55.410Z","","high"
"Bartholomeu Dias","Deposit","Plants","Bulrush",500,0,"2025-09-02T23:01:32.249Z","","high"
"Bartholomeu Dias","Deposit","Plants","Bulrush",140,0,"2025-09-02T23:02:46.090Z","","high"
"Bartholomeu Dias","Deposit","Miscellaneous","creekplum",20,0,"2025-09-02T23:02:50.990Z","","high"
"Bartholomeu Dias","Deposit","Plants","Bulrush_Seed",10,0,"2025-09-02T23:03:31.810Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","Bulrush",100,0,"2025-09-02T23:03:49.251Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","Bulrush",100,0,"2025-09-02T23:03:53.307Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","Bulrush",50,0,"2025-09-02T23:03:57.654Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","trigo",100,0,"2025-09-02T23:04:05.162Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","trigo",100,0,"2025-09-02T23:04:09.191Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","trigo",50,0,"2025-09-02T23:04:13.682Z","","high"
"Santiago Bowdin","Withdrawal","Miscellaneous","algodao",200,0,"2025-09-02T23:04:37.719Z","","high"
"Santiago Bowdin","Withdrawal","Miscellaneous","algodao",100,0,"2025-09-02T23:04:41.139Z","","high"
"Bartholomeu Dias","Withdrawal","Boxes","caixarustica",100,0,"2025-09-02T23:04:57.231Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:05:03.492Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:05:08.274Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:05:12.808Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:05:21.656Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:05:57.165Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:06:47.515Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:06:51.026Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:06:55.801Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:06:59.767Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:07:03.516Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","trigo",100,0,"2025-09-02T23:08:29.413Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","trigo",100,0,"2025-09-02T23:08:33.035Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","trigo",50,0,"2025-09-02T23:08:36.856Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","Bulrush",100,0,"2025-09-02T23:08:45.941Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","Bulrush",100,0,"2025-09-02T23:08:49.598Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","trigo",100,0,"2025-09-02T23:10:43.002Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","trigo",100,0,"2025-09-02T23:10:46.460Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","trigo",50,0,"2025-09-02T23:10:50.843Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","Bulrush",100,0,"2025-09-02T23:10:57.902Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","Bulrush",100,0,"2025-09-02T23:11:01.586Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","Bulrush",50,0,"2025-09-02T23:11:05.631Z","","high"
"Marcos Gallagher","Withdrawal","Miscellaneous","common_portion_donkey",4,0,"2025-09-02T23:11:27.807Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:11:43.626Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:11:47.924Z","","high"
"Bartholomeu Dias","Withdrawal","Plants","corn",100,0,"2025-09-02T23:11:52.189Z","","high"
