Worker Name,Activity Type,Item Name,Total Quantity,Total Amount
"Johnny Rocks","Plants Taken Out","trigo",2250,0
"Johnny Rocks","Plants Taken Out","Bulrush",2900,0
"Johnny Rocks","Plants Taken Out","corn",4500,0
"Johnny Rocks","Boxes Deposited","caixadeverduras",1125,0
"Johnny Rocks","Boxes Taken Out","caixadeverduras",600,0
"Johnny Rocks","Boxes Taken Out","caixarustica",150,0
"Johnny Rocks","Money Deposited","Money",1,1000
"Jubiscleia Gilbert","Boxes Taken Out","caixaanimal",500,0
"Jubiscleia Gilbert","Misc Items Taken Out","batatarecheada",3,0
"Lenore Bianchi Bowdin","Boxes Deposited","caixadeverduras",100,0
"Mixel Laffon","Plants Taken Out","semente_trigo",100,0
"Mixel Laffon","Misc Items Taken Out","hoe",1,0
"Nathy Miller","Plants Deposited","semente_trigo",94,0
"Nathy Miller","Plants Deposited","trigo",5600,0
"Nathy Miller","Plants Deposited","Bulrush",1,0
"Nathy Miller","Plants Deposited","corn",1000,0
"Nathy Miller","Plants Taken Out","Bulrush",501,0
"Nathy Miller","Plants Taken Out","semente_trigo",500,0
"Nathy Miller","Plants Taken Out","trigo",500,0
"Nathy Miller","Misc Items Taken Out","common_portion_donkey",16,0
"Nathy Miller","Misc Items Taken Out","common_portion",4,0
"Nathy Miller","Misc Items Taken Out","common_portion_sheep",12,0
"Nelio Tavares","Plants Deposited","corn",2000,0
"Nelio Tavares","Plants Deposited","Bulrush",1000,0
"Nelio Tavares","Plants Taken Out","cornseed",200,0
"Nelio Tavares","Plants Taken Out","Bulrush_Seed",100,0
"Nelio Tavares","Misc Items Taken Out","garrafaplasticavazia",2,0
"Nelio Tavares","Misc Items Taken Out","Cigarett",2,0
"Nina Vatore","Plants Deposited","corn",1000,0
"Nina Vatore","Misc Items Taken Out","common_portion_donkey",10,0
"Nina Vatore","Misc Items Taken Out","satchel",3,0
"Quase Nada","Misc Items Taken Out","Cigarett",2,0
"Santiago Bowdin","Plants Deposited","cornseed",1000,0
"Santiago Bowdin","Plants Deposited","semente_trigo",1000,0
"Santiago Bowdin","Plants Deposited","Bulrush_Seed",1000,0
"Santiago Bowdin","Plants Taken Out","Bay_Bolete_Seed",70,0
"Santiago Bowdin","Plants Taken Out","Prairie_Poppy_Seed",70,0
"Santiago Bowdin","Plants Taken Out","Black_Berry_Seed",4,0
"Santiago Bowdin","Boxes Deposited","caixaanimal",1000,0
"Santiago Bowdin","Boxes Taken Out","caixarustica",150,0
"Santiago Bowdin","Money Taken Out","Money",1,2000
"Santiago Bowdin","Misc Items Taken Out","garrafaplasticavazia",71,0
"Santiago Bowdin","Misc Items Taken Out","petrevive",1,0
"Sasa Pietra","Plants Deposited","corn",1000,0
"Sasa Pietra","Plants Deposited","trigo",1000,0
"Sasa Pietra","Plants Taken Out","cornseed",100,0
"Sasa Pietra","Plants Taken Out","semente_trigo",100,0
"Sasa Pietra","Misc Items Taken Out","common_portion_chicken",8,0
"Sasa Pietra","Misc Items Taken Out","common_portion_donkey",8,0
"Sasa Pietra","Misc Items Taken Out","donkey_male",4,0
"Smith Ramirez","Boxes Taken Out","caixadeverduras",250,0
"Smith Ramirez","Money Deposited","Money",1,500
"Sofia Lua","Plants Deposited","trigo",500,0
"Sofia Lua","Plants Taken Out","semente_trigo",50,0
"Sofia Lua","Misc Items Taken Out","hoe",1,0
"Souzz Ramirez","Plants Deposited","trigo",500,0
"Souzz Ramirez","Plants Deposited","semente_trigo",30,0
"Souzz Ramirez","Plants Taken Out","corn",1600,0
"Souzz Ramirez","Plants Taken Out","Bulrush",800,0
"Souzz Ramirez","Plants Taken Out","trigo",600,0
"Souzz Ramirez","Plants Taken Out","semente_trigo",100,0
"Souzz Ramirez","Boxes Deposited","caixadeverduras",350,0
"Souzz Ramirez","Boxes Taken Out","caixadeverduras",450,0
"Souzz Ramirez","Boxes Taken Out","caixarustica",80,0
"Souzz Ramirez","Money Deposited","Money",1,1000
"Souzz Ramirez","Misc Items Taken Out","sucodelemon",9,0
"Souzz Ramirez","Misc Items Taken Out","Cigarett",4,0
"Souzz Ramirez","Misc Items Taken Out","hoe",1,0
"Thomas Shelby","Plants Taken Out","cornseed",100,0
"Thomas Shelby","Misc Items Taken Out","Pickaxe",1,0
"Thomas Shelby","Misc Items Taken Out","hoe",1,0
"Thomas Shelby","Misc Items Taken Out","adubo3",100,0
"Thony Gustav","Plants Deposited","cornseed",50,0
"Thony Gustav","Plants Deposited","corn",300,0
"Thony Gustav","Plants Taken Out","corn",5150,0
"Thony Gustav","Plants Taken Out","cornseed",50,0
"Thony Gustav","Plants Taken Out","trigo",1500,0
"Thony Gustav","Plants Taken Out","Bulrush",1500,0
"Thony Gustav","Boxes Deposited","caixarustica",50,0
"Thony Gustav","Boxes Taken Out","caixarustica",275,0
"Thony Gustav","Boxes Taken Out","caixadeverduras",250,0
"Thony Gustav","Money Deposited","Money",1,500
"Thony Gustav","Money Deposited","Money",1,1000
"Thony Gustav","Money Deposited","Money",1,1000
"Thony Gustav","Money Taken Out","Money",1,750
"Thony Gustav","Money Taken Out","Money",1,570
"Thony Gustav","Money Taken Out","Money",1,570
"Thony Gustav","Misc Items Taken Out","common_portion_chicken",10,0
"Thony Gustav","Misc Items Taken Out","frangocaipira",5,0
"Thony Gustav","Misc Items Taken Out","common_portion",10,0
